ind,user_id,date,yes_no,start_etime,end_etime,start_stime,end_stime,source,target,trip_time_sec,path,day
350,f42cb0283c9533a5,02/19/2021,yes,1613725428725,1613725539021,2021-02-19 17:03:48,2021-02-19 17:05:39,L9_R2_LL,L1_PG,110,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
351,f42cb0283c9533a5,02/19/2021,yes,1613727002538,1613727832849,2021-02-19 17:30:02,2021-02-19 17:43:52,L1_PG,L8_R2_LL,830,"['L1_PG', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL']",weekday
352,f42cb0283c9533a5,02/19/2021,yes,1613729755184,1613731230105,2021-02-19 18:15:55,2021-02-19 18:40:30,L8_R2_LL,L6_CLL,1474,"['L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL']",weekday
353,f47e0f87edd3a6a2,02/08/2021,yes,1612757573729,1612758103059,2021-02-08 12:12:53,2021-02-08 12:21:43,L2_FC_zone_5,L1_Entrance_8,529,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']",weekday
354,f47e0f87edd3a6a2,02/08/2021,yes,1612780725768,1612781983388,2021-02-08 18:38:45,2021-02-08 18:59:43,L1_Entrance_7,L1_CP_zone_3,1257,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3']",weekday
355,f47e0f87edd3a6a2,02/08/2021,yes,1612785785177,1612786387054,2021-02-08 20:03:05,2021-02-08 20:13:07,L1_CP_zone_3,L1_Entrance_7,601,"['L1_CP_zone_3', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
356,f56d5c1fba655bcf,02/09/2021,yes,1612839316889,1612845559304,2021-02-09 10:55:16,2021-02-09 12:39:19,L1_CP_zone_2,L1_Shop_walkway_3,6242,"['L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L1_Shop_walkway_3']",weekday
357,f56d5c1fba655bcf,02/09/2021,yes,1612846498685,1612846657913,2021-02-09 12:54:58,2021-02-09 12:57:37,L1_Shop_walkway_3,L1_CP_zone_3,159,"['L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_3']",weekday
358,f56d5c1fba655bcf,02/08/2021,yes,1612756911706,1612758472672,2021-02-08 12:01:51,2021-02-08 12:27:52,L2_FC_zone_5,L1_PG,1560,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
359,f56d5c1fba655bcf,02/25/2021,yes,1614226319130,1614227607607,2021-02-25 12:11:59,2021-02-25 12:33:27,L2_FC_zone_9,L2_FC_zone_7,1288,"['L2_FC_zone_9', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']",weekday
360,f56d5c1fba655bcf,02/25/2021,yes,1614227924420,1614228049402,2021-02-25 12:38:44,2021-02-25 12:40:49,L2_FC_zone_1,L1_Entrance_4,124,"['L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_Entrance_4']",weekday
361,f65bcba4bf8f2c4d,02/01/2021,yes,1612167466807,1612174064962,2021-02-01 16:17:46,2021-02-01 18:07:44,L6_ELL,L1_PG,6598,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_CLL', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
362,020A4BB7-2A70-4605-A8DC-E60B7F4A84DC,02/11/2021,no,1613020124035,1613021022469,2021-02-11 13:08:44,2021-02-11 13:23:42,L1_Entrance_1_lobby,L1_CP_zone_2,898,"['L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2']",weekday
363,020A4BB7-2A70-4605-A8DC-E60B7F4A84DC,02/11/2021,no,1613042532882,1613043599097,2021-02-11 19:22:12,2021-02-11 19:39:59,L1_Entrance_1,L1_Shop_walkway_2,1066,"['L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2']",weekday
364,020A4BB7-2A70-4605-A8DC-E60B7F4A84DC,02/10/2021,no,1612950817736,1612952243124,2021-02-10 17:53:37,2021-02-10 18:17:23,L1_RR_walkway,L1_Entrance_1_lobby,1425,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby']",weekday
365,020A4BB7-2A70-4605-A8DC-E60B7F4A84DC,02/10/2021,no,1612952243124,1612953764808,2021-02-10 18:17:23,2021-02-10 18:42:44,L1_Entrance_1_lobby,L1_Shop_walkway_3,1521,"['L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3']",weekday
366,124c322635f507a3,02/19/2021,no,1613711861974,1613712266218,2021-02-19 13:17:41,2021-02-19 13:24:26,L2_FC_zone_11,L1_Entrance_2,404,"['L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_Entrance_2']",weekday
367,124d07cb1f75a428,02/02/2021,no,1612226064123,1612226962896,2021-02-02 08:34:24,2021-02-02 08:49:22,L2_FC_zone_4,L2_FC_zone_8,898,"['L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8']",weekday
368,124d07cb1f75a428,02/02/2021,no,1612227338426,1612228085833,2021-02-02 08:55:38,2021-02-02 09:08:05,L2_FC_zone_8,L2_CLL,747,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL']",weekday
369,124d07cb1f75a428,02/02/2021,no,1612231726083,1612233559942,2021-02-02 10:08:46,2021-02-02 10:39:19,L1_Entrance_4,L6_Deck_3,1833,"['L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_3']",weekday
370,124d07cb1f75a428,02/02/2021,no,1612236916491,1612237225179,2021-02-02 11:35:16,2021-02-02 11:40:25,L2_SLL_corridor,L2_FC_zone_8,308,"['L2_SLL_corridor', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8']",weekday
371,124d07cb1f75a428,02/02/2021,no,1612239805182,1612240191648,2021-02-02 12:23:25,2021-02-02 12:29:51,L2_FC_zone_8,L2_CLL,386,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL']",weekday
372,124d07cb1f75a428,02/02/2021,no,1612240816325,1612241119797,2021-02-02 12:40:16,2021-02-02 12:45:19,L2_FC_zone_8,L2_FC_zone_5,303,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
373,206d8f5aec88a063,02/24/2021,no,1614115368309,1614117471655,2021-02-24 05:22:48,2021-02-24 05:57:51,L1_PG,L2_SLL_corridor,2103,"['L1_PG', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_SLL_corridor']",weekday
374,206d8f5aec88a063,02/24/2021,no,1614118138503,1614120828778,2021-02-24 06:08:58,2021-02-24 06:53:48,L1_PG,L1_Shop_walkway_3,2690,"['L1_PG', 'L1_Thoroughfare', 'L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Shop_walkway_3']",weekday
375,28c5bdee3cd32fa9,02/01/2021,no,1612166198535,1612168052173,2021-02-01 15:56:38,2021-02-01 16:27:32,L6_ST_5,L6_CLL,1853,"['L6_ST_5', 'L6_AAH_walkway', 'L6_CLL']",weekday
376,28c5bdee3cd32fa9,02/01/2021,no,1612171276826,1612172071504,2021-02-01 17:21:16,2021-02-01 17:34:31,B1_Supermarket_entrance_1,B1_Supermarket_entrance_2,794,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2']",weekday
377,28c5bdee3cd32fa9,02/08/2021,no,1612764513025,1612764897907,2021-02-08 14:08:33,2021-02-08 14:14:57,L4_R2_deck,L4_R2_LL,384,"['L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL']",weekday
378,28c5bdee3cd32fa9,02/08/2021,no,1612764997510,1612774714109,2021-02-08 14:16:37,2021-02-08 16:58:34,L6_FC,L6_CLL,9716,"['L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL']",weekday
379,28c5bdee3cd32fa9,02/02/2021,no,1612230877860,1612231940707,2021-02-02 09:54:37,2021-02-02 10:12:20,L1_ELL,L6_ELL,1062,"['L1_ELL', 'L2_ELL_2', 'L6_ELL']",weekday
380,28c5bdee3cd32fa9,02/02/2021,no,1612236250149,1612237549609,2021-02-02 11:24:10,2021-02-02 11:45:49,L6_ELL,L6_CLL,1299,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL']",weekday
381,28c5bdee3cd32fa9,02/02/2021,no,1612240930274,1612242148444,2021-02-02 12:42:10,2021-02-02 13:02:28,L1_Shop_walkway_2,L1_Thoroughfare,1218,"['L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare']",weekday
382,28c5bdee3cd32fa9,02/16/2021,no,1613440062012,1613441177006,2021-02-16 09:47:42,2021-02-16 10:06:17,L6_AAH_walkway,L6_ELL,1114,"['L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
383,28c5bdee3cd32fa9,02/16/2021,no,1613441177006,1613445956322,2021-02-16 10:06:17,2021-02-16 11:25:56,L6_ELL,L6_CLL,4779,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL']",weekday
384,28c5bdee3cd32fa9,02/16/2021,no,1613454934619,1613463398576,2021-02-16 13:55:34,2021-02-16 16:16:38,L6_FC,L6_Deck_4,8463,"['L6_FC', 'L6_FC_walkway', 'L6_Deck_4']",weekday
385,28c5bdee3cd32fa9,02/16/2021,no,1613463454739,1613465529505,2021-02-16 16:17:34,2021-02-16 16:52:09,L6_FC,L6_CLL,2074,"['L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL']",weekday
386,32384aa94c5fd7dd,02/16/2021,no,1613434756839,1613435452618,2021-02-16 08:19:16,2021-02-16 08:30:52,L6_AAH_walkway,L6_ELL,695,"['L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
387,32384aa94c5fd7dd,02/10/2021,no,1612916250622,1612916647109,2021-02-10 08:17:30,2021-02-10 08:24:07,L6_AAH_walkway,L6_ELL,396,"['L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
390,385c6e68cee4fce3,02/23/2021,no,1614037645271,1614038005400,2021-02-23 07:47:25,2021-02-23 07:53:25,L1_R2_LL,L1_CP_zone_1,360,"['L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1']",weekday
391,385c6e68cee4fce3,02/23/2021,no,1614052905282,1614062661644,2021-02-23 12:01:45,2021-02-23 14:44:21,L1_Entrance_1,L1_Entrance_7,9756,"['L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
392,385c6e68cee4fce3,02/25/2021,no,1614211906115,1614212305283,2021-02-25 08:11:46,2021-02-25 08:18:25,L8_R2_LL,B1_R2_LL,399,"['L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'B1_R2_LL']",weekday
393,385c6e68cee4fce3,02/25/2021,no,1614212305895,1614229556345,2021-02-25 08:18:25,2021-02-25 13:05:56,L1_Entrance_1,L1_Entrance_7,17250,"['L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
394,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,no,1612925700586,1612937220246,2021-02-10 10:55:00,2021-02-10 14:07:00,L1_CP_zone_1,L1_Entrance_1,11519,"['L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1']",weekday
395,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,no,1612946969542,1612947515886,2021-02-10 16:49:29,2021-02-10 16:58:35,L1_Entrance_1,L1_CP_zone_1,546,"['L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1']",weekday
396,4F73E07B-9EDB-42E7-9B37-E65EC12F7A7A,02/10/2021,no,1612954424373,1612963140083,2021-02-10 18:53:44,2021-02-10 21:19:00,L1_Entrance_1,L1_Entrance_7,8715,"['L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
397,502cf6cb6e47dcdf,02/08/2021,no,1612763447855,1612764011710,2021-02-08 13:50:47,2021-02-08 14:00:11,B1_Supermarket_entrance_1,B1_Supermarket_entrance_2,563,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2']",weekday
398,502cf6cb6e47dcdf,02/15/2021,no,1613346011357,1613379747173,2021-02-15 07:40:11,2021-02-15 17:02:27,L1_Entrance_7,B1_Supermarket_entrance_1,33735,"['L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1']",weekday
399,55834407ecfba870,02/18/2021,no,1613625839805,1613626268862,2021-02-18 13:23:59,2021-02-18 13:31:08,L2_FC_zone_2,L1_Entrance_1_lobby,429,"['L2_FC_zone_2', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby']",weekday
400,55834407ecfba870,02/15/2021,no,1613366290519,1613366595856,2021-02-15 13:18:10,2021-02-15 13:23:15,L1_CP_zone_3,L2_FC_zone_1,305,"['L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1']",weekday
401,55834407ecfba870,02/15/2021,no,1613369871557,1613370393999,2021-02-15 14:17:51,2021-02-15 14:26:33,L2_FC_zone_3,L2_FC_zone_1,522,"['L2_FC_zone_3', 'L2_FC_zone_2', 'L2_FC_zone_1']",weekday
402,5d776eb3dd0ba53f,02/01/2021,no,1612163771347,1612168051746,2021-02-01 15:16:11,2021-02-01 16:27:31,L6_ELL,L6_CLL,4280,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL']",weekday
403,6028cb1bef3b93e7,02/26/2021,no,1614307613862,1614307984243,2021-02-26 10:46:53,2021-02-26 10:53:04,B1_Supermarket_entrance_1,B1_Supermarket_entrance_2,370,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2']",weekday
404,6028cb1bef3b93e7,02/10/2021,no,1612929506480,1612929960370,2021-02-10 11:58:26,2021-02-10 12:06:00,L2_FC_zone_8,L2_FC_zone_11,453,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11']",weekday
405,6028cb1bef3b93e7,02/10/2021,no,1612929968532,1612931070934,2021-02-10 12:06:08,2021-02-10 12:24:30,L2_FC_zone_11,L2_FC_zone_8,1102,"['L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']",weekday
406,6028cb1bef3b93e7,02/10/2021,no,1612931756814,1612932351682,2021-02-10 12:35:56,2021-02-10 12:45:51,L2_FC_zone_8,B1_Supermarket_entrance_1,594,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1']",weekday
407,65b0de4f9a16a5f2,02/04/2021,no,1612404758696,1612409745491,2021-02-04 10:12:38,2021-02-04 11:35:45,L6_ST_1,L6_CLL,4986,"['L6_ST_1', 'L6_CCC_walkway', 'L6_CLL']",weekday
408,65b0de4f9a16a5f2,02/04/2021,no,1612410167407,1612429604741,2021-02-04 11:42:47,2021-02-04 17:06:44,L4_R2_LL,L4_R2_deck,19437,"['L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck']",weekday
409,65b0de4f9a16a5f2,02/04/2021,no,1612432000606,1612434584526,2021-02-04 17:46:40,2021-02-04 18:29:44,L1_Entrance_7,L1_Entrance_8,2583,"['L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Entrance_8']",weekday
410,65b0de4f9a16a5f2,02/10/2021,no,1612921565672,1612923454628,2021-02-10 09:46:05,2021-02-10 10:17:34,L6_AAH_walkway,L6_ELL,1888,"['L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
411,65b0de4f9a16a5f2,02/10/2021,no,1612927902594,1612939982114,2021-02-10 11:31:42,2021-02-10 14:53:02,L4_R2_LL,L4_R2_deck,12079,"['L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck']",weekday
412,65b0de4f9a16a5f2,02/03/2021,no,1612312511827,1612315458328,2021-02-03 08:35:11,2021-02-03 09:24:18,L6_ELL,L6_ST_5,2946,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5']",weekday
413,65b0de4f9a16a5f2,02/03/2021,no,1612316144993,1612316625072,2021-02-03 09:35:44,2021-02-03 09:43:45,L4_R2_LL,L4_R2_deck,480,"['L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck']",weekday
414,65b0de4f9a16a5f2,02/03/2021,no,1612316629256,1612322068956,2021-02-03 09:43:49,2021-02-03 11:14:28,L4_R2_deck,L4_R2_LL,5439,"['L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL']",weekday
415,65b0de4f9a16a5f2,02/11/2021,no,1613003190247,1613004999256,2021-02-11 08:26:30,2021-02-11 08:56:39,L1_Shop_walkway_3,L1_Entrance_7,1809,"['L1_Shop_walkway_3', 'L1_Entrance_mrt', 'L1_Entrance_7']",weekday
416,65b0de4f9a16a5f2,02/02/2021,no,1612222040812,1612222577235,2021-02-02 07:27:20,2021-02-02 07:36:17,L4_R2_LL,L4_R2_deck,536,"['L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck']",weekday
417,65b0de4f9a16a5f2,02/02/2021,no,1612222610646,1612224930206,2021-02-02 07:36:50,2021-02-02 08:15:30,L4_R2_deck,L4_R2_LL,2319,"['L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL']",weekday
418,65b0de4f9a16a5f2,02/02/2021,no,1612259203251,1612261397243,2021-02-02 17:46:43,2021-02-02 18:23:17,L1_Entrance_7,L1_Entrance_8,2193,"['L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Entrance_8']",weekday
419,71fc05b14b631bec,02/23/2021,no,1614059784419,1614084001393,2021-02-23 13:56:24,2021-02-23 20:40:01,L8_RG_zone_2,L10_R2_LL,24216,"['L8_RG_zone_2', 'L8_CLL', 'L7_CLL', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
420,71fc05b14b631bec,02/24/2021,no,1614160113102,1614174239581,2021-02-24 17:48:33,2021-02-24 21:43:59,L1_CP_zone_1,L1_Entrance_1,14126,"['L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1']",weekday
421,73499af8416e8290,02/04/2021,no,1612417259197,1612417576708,2021-02-04 13:40:59,2021-02-04 13:46:16,L4_R1_garden,L4_ST_walkway,317,"['L4_R1_garden', 'L4_R1_deck', 'L4_ST_walkway']",weekday
422,74e845d5835ed645,02/24/2021,no,1614145856741,1614146172078,2021-02-24 13:50:56,2021-02-24 13:56:12,L1_Entrance_7,B1_Supermarket_entrance_1,315,"['L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1']",weekday
423,7756cfcaea15d5cd,02/10/2021,no,1612894007219,1612896087761,2021-02-10 02:06:47,2021-02-10 02:41:27,L1_Fish_pond,L1_Shop_walkway_2,2080,"['L1_Fish_pond', 'L1_CP_zone_4', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2']",weekday
424,7756cfcaea15d5cd,02/10/2021,no,1612896169305,1612929987606,2021-02-10 02:42:49,2021-02-10 12:06:27,L1_CP_zone_1,B1_Carpark_zone_1,33818,"['L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'B1_CLL', 'B1_Supermarket_entrance_2', 'B1_Carpark_entrance', 'B1_Carpark_zone_1']",weekday
425,847e1ffac3633355,02/08/2021,no,1612757484703,1612758873610,2021-02-08 12:11:24,2021-02-08 12:34:33,L2_FC_zone_5,B1_Supermarket_entrance_2,1388,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Supermarket_entrance_2']",weekday
426,847e1ffac3633355,02/08/2021,no,1612758885332,1612780796024,2021-02-08 12:34:45,2021-02-08 18:39:56,B1_Supermarket_entrance_2,L1_CP_zone_3,21910,"['B1_Supermarket_entrance_2', 'B1_CLL', 'L1_CLL', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_3']",weekday
427,847e1ffac3633355,02/08/2021,no,1612781256982,1612785604082,2021-02-08 18:47:36,2021-02-08 20:00:04,L2_FC_zone_8,L1_CP_zone_3,4347,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3']",weekday
428,8b757344b33e7072,02/01/2021,no,1612164973845,1612166443829,2021-02-01 15:36:13,2021-02-01 16:00:43,L9_CG_garden_zone_2,L6_ELL,1469,"['L9_CG_garden_zone_2', 'L9_CG_garden_zone_3', 'L8_CG_steps_entrance', 'L8_ELL_corridor', 'L8_ELL', 'L7_ELL', 'L6_ELL']",weekday
429,8b757344b33e7072,02/01/2021,no,1612166470216,1612169534980,2021-02-01 16:01:10,2021-02-01 16:52:14,L6_ELL,B1_Supermarket_entrance_2,3064,"['L6_ELL', 'L2_ELL_2', 'L1_ELL', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2']",weekday
430,8f35cf428a664bfd,02/05/2021,no,1612491264335,1612492297340,2021-02-05 10:14:24,2021-02-05 10:31:37,L1_SLL,L1_Fish_pond,1033,"['L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L1_CP_zone_4', 'L1_Fish_pond']",weekday
431,8f35cf428a664bfd,02/09/2021,no,1612845822631,1612849860288,2021-02-09 12:43:42,2021-02-09 13:51:00,L1_Entrance_8,L1_RR_walkway,4037,"['L1_Entrance_8', 'L1_ELL', 'B1_ELL', 'B2_ELL_2', 'B2_Carpark_zone_4', 'B2_Carpark_zone_1', 'B2_SLL', 'B1_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway']",weekday
432,8f35cf428a664bfd,02/18/2021,no,1613610604101,1613610995012,2021-02-18 09:10:04,2021-02-18 09:16:35,L1_RR_walkway,L1_SLL,390,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL']",weekday
433,8f35cf428a664bfd,02/16/2021,no,1613447317451,1613448844068,2021-02-16 11:48:37,2021-02-16 12:14:04,L1_SLL,L1_RR_walkway,1526,"['L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway']",weekday
434,8f35cf428a664bfd,02/16/2021,no,1613468671436,1613469075798,2021-02-16 17:44:31,2021-02-16 17:51:15,L1_SLL,L1_RR_walkway,404,"['L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway']",weekday
435,8f35cf428a664bfd,02/10/2021,no,1612925291755,1612926469839,2021-02-10 10:48:11,2021-02-10 11:07:49,L1_RR_walkway,L1_SLL,1178,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL']",weekday
436,930a0f7fe728cd34,02/08/2021,no,1612770994391,1612772479556,2021-02-08 15:56:34,2021-02-08 16:21:19,B1_Supermarket_entrance_1,B1_CLL,1485,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL']",weekday
437,930a0f7fe728cd34,02/08/2021,no,1612772529917,1612773433825,2021-02-08 16:22:09,2021-02-08 16:37:13,L1_ELL,L1_Entrance_1_lobby,903,"['L1_ELL', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby']",weekday
438,96c4efce02abecca,02/01/2021,no,1612166168123,1612167692750,2021-02-01 15:56:08,2021-02-01 16:21:32,L6_CLL,L6_ELL,1524,"['L6_CLL', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
439,9b5bb03d4075c47e,02/25/2021,no,1614218969309,1614222927864,2021-02-25 10:09:29,2021-02-25 11:15:27,L6_FC_walkway,L2_CLL,3958,"['L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL']",weekday
